,index,jian_flag_all,pred_label,問題なしの確率（0）,問題ありの確率（1）,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,20_p_num,ID,flag1（前後重複70%以上）,flag2（欠測有無）,flag3（保護者不同意）,flag4（デスクトップPC実施）,flag5（特支学級）,flag6（IAT誤答率20%以上）,SchoolNumber,SchoolClass,PersonalNumber,StudentAge,IAT_pattern,IAT_po,IAT_ne,IAT,IAT1_error,IAT2_error,IAT_Q1,IAT_Q2,IAT_Q3,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,ss1,ss2,ss3,ss4,ss5,ss6,cu1,cu2,cu3,cu4,cu5,cu6,cu7,md1,md2,md3,md4,md5,md6,md7,md8,md9,md10,md11,cd1,cd2,cd3,cd4,cd5,cd6,cd7,cd8,cd9,cd10,cd11,ab1,ab2,ab3,ab4,ab5,ab6,ab7,ab8,pr1,pr2,pr3,pr5,pr6,pr7,pr9,pr10,pr11,pr13,pr14,pr15,pr17,pr18,pr19,pr4,pr8,pr12,pr16,tl1,tl4,tl6,tl8,tl9,tl11,tl13,tl15,tl17,tl2,tl3,tl5,tl7,tl10,tl12,tl14,tl16,fr1,fr3,fr5,fr7,fr9,fr2,fr4,fr6,fr8,ce1,ce2,ce3,ce4,ce5,ce6,ps1,ps2,ps3,ps4,ps5,ps6,ps7,ps8,ps9,ps10,self_control,sensation_seeking,callous_unemotional,moral_disengagement,cognitive_distortion,aggression_belief,acceptance,psychological_control,monitoring,family_violence,goal_achievement,group_maintenance,good_friendship,bad_friendship,informal_control,social_cohesion,self_control_after,sensation_seeking_after,callous_unemotional_after,moral_disengagement_after,cognitive_distortion_after,aggression_belief_after,acceptance_after,psychological_control_after,monitoring_after,family_violence_after,goal_achievement_after,group_maintenance_after,good_friendship_after,bad_friendship_after,informal_control_after,social_cohesion_after,season,mondai,hutoukou,ijime,mondai_after,hutoukou_after,ijime_after,jian_flag_half,cluster,cluster_replace,cluster_after,cluster_after_replace,cluster_naimen,cluster_naimen_replace,cluster_naimen_after,cluster_naimen_after_replace,StudentGender_1,StudentGender_2,SchoolGrade_4,SchoolGrade_5,SchoolGrade_6,SchoolGrade_7,SchoolGrade_8,SchoolGrade_9,gakku_1,gakku_10,gakku_11,gakku_12,gakku_13,gakku_14,gakku_15,gakku_16,gakku_17,gakku_18,gakku_19,gakku_2,gakku_20,gakku_21,gakku_22,gakku_3,gakku_4,gakku_5,gakku_6,gakku_7,gakku_8,gakku_9,jian_flag_all
3652,3652,0,0.0,0.7109964640111269,0.2890035359888731,18489,18489,18489,c10_8639,20603,0,0,0,0,0,0,c10,6,39,13,2,7.052336508,6.665193642,-0.38714286600000003,3.8461538460000004,11.11111111,3,3,4,1,3,1,4,4,2,3,4,1,1,1,1,1,2,3,3,2,2,3,3,2,1,4,1,4,1,3,5,4,1,1,1,2,2,1,6,1,1,1,3,2,1,4,4,4,4,4,4,4,4,4,4,3,2,4,1,2,3,3,3,4,3,4,3,2,3,1,2,1,1,1,2,2,2,2,1,2,1,1,3,2,4,3,3,3,3,3,4,2,2,3,3,3,1,4,3,1,3,4,4,1,1,4,2,3,4,4,4,3,2,2,2,19,7,17,26,24,8,14,20,7,5,16,31,11,11,7,9,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,8,9,,,9,5,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,3655,0,0.0,0.7787622645722316,0.22123773542776845,4967,4967,4967,c21_9534,5483,0,0,0,0,0,0,c21,5,34,14,3,7.013115795,6.764654435,-0.248461359,0.0,8.333333332999999,3,3,4,3,3,1,3,2,2,1,2,4,4,1,2,4,1,4,3,4,2,4,3,3,4,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,3,4,1,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1,3,4,1,4,4,4,2,1,2,2,4,4,4,4,4,4,4,4,4,3,4,3,4,3,2,4,4,4,4,4,4,4,1,1,1,4,4,2,4,4,4,4,4,1,2,2,4,3,4,1,1,3,18,16,12,17,19,9,6,11,3,7,13,9,5,7,5,3,20.0,18.0,15.0,17.0,18.0,9.0,6.0,10.0,4.0,5.0,13.0,11.0,7.0,7.0,5.0,5.0,1,0,0,0,0.0,0.0,0.0,0,1,3,2.0,5.0,9,5,9.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3661,3661,0,0.0,0.7480755334000848,0.25192446659991513,9132,9132,9132,s11_5229,10356,0,0,0,0,0,1,s11,2,29,11,2,7.036009615,6.6076506870000005,-0.42835892799999997,0.0,21.05263158,4,4,4,1,1,1,2,4,2,2,2,1,1,3,4,3,1,4,3,2,4,3,4,3,1,2,1,1,1,2,1,1,1,1,1,2,1,1,3,2,1,1,2,2,1,2,4,4,4,4,4,4,4,4,3,3,4,4,4,3,2,2,2,2,1,3,4,3,3,1,1,1,1,4,4,4,4,4,3,3,3,4,4,3,4,2,2,2,4,2,3,4,4,3,4,1,1,2,1,2,1,3,4,4,4,3,1,4,3,3,3,2,1,2,3,12,13,12,13,18,8,9,12,5,4,17,12,7,5,9,3,22.0,11.0,10.0,13.0,16.0,8.0,11.0,12.0,4.0,4.0,12.0,12.0,5.0,6.0,6.0,3.0,1,0,0,0,0.0,0.0,0.0,0,7,4,1.0,3.0,9,5,2.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3662,3662,0,0.0,0.8563298353155104,0.14367016468448957,6327,6327,6327,c4_8329,6955,0,0,0,0,0,0,c4,3,29,13,1,7.418580903,6.767993337,-0.650587566,0.0,0.0,3,3,3,1,3,1,1,2,2,2,4,1,1,2,1,2,1,4,3,3,4,4,4,3,2,1,6,1,1,2,3,1,2,1,1,3,1,1,6,4,1,1,2,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,3,4,1,1,1,1,2,4,4,4,4,3,4,4,4,2,1,3,3,1,2,3,3,3,4,4,4,4,1,1,1,1,2,3,3,3,2,3,4,3,4,2,2,2,4,1,1,4,17,8,10,21,24,9,6,6,4,4,22,12,6,4,7,7,19.0,10.0,10.0,21.0,27.0,10.0,6.0,6.0,3.0,4.0,19.0,9.0,6.0,4.0,9.0,7.0,1,0,0,0,0.0,0.0,0.0,0,6,2,6.0,2.0,4,7,5.0,8.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3677,3677,0,0.0,0.7273187653401509,0.27268123465984906,23073,23073,23073,c22_8324,25634,0,0,0,0,0,0,c22,3,24,14,3,6.767993337,6.787795964,0.019802627,0.0,4.347826087,4,3,4,2,4,2,2,3,2,3,3,2,1,3,2,1,1,4,4,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,3,4,1,1,1,1,3,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4,4,3,4,4,2,2,2,2,3,3,4,4,4,4,4,2,3,2,3,2,3,3,2,3,20,10,11,11,11,8,6,6,5,4,11,11,6,8,5,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,1,3,,,2,3,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3678,3678,0,0.0,0.8084462529677898,0.19155374703221018,32866,32866,32866,s39_5221,36721,0,0,0,0,0,1,s39,2,21,11,2,7.036009615,6.684611727999999,-0.351397887,0.0,21.05263158,4,4,4,2,1,1,1,2,1,2,2,4,3,2,3,3,1,4,4,3,2,4,4,3,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,4,4,4,4,3,4,4,4,4,3,4,3,4,4,2,2,1,2,3,1,4,3,4,1,2,1,1,3,3,3,3,2,3,3,3,2,4,2,3,3,2,3,2,2,3,3,3,3,4,1,1,1,1,2,2,3,4,4,4,4,1,3,4,4,3,3,2,1,4,13,16,11,15,14,9,8,11,4,5,19,20,9,4,8,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,5,8,,,9,5,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3680,3680,0,0.0,0.7194634882769328,0.2805365117230671,18018,18018,18018,c1_9228,20091,0,0,0,0,0,1,c1,2,28,15,4,7.745483687999999,6.645391015,-1.100092674,0.0,22.22222222,4,4,4,1,3,2,1,2,2,3,1,3,2,4,4,3,2,2,3,3,3,3,4,3,1,1,4,1,1,4,3,3,1,1,1,4,2,2,1,4,1,1,4,2,1,2,4,4,4,4,4,4,4,4,4,3,4,4,4,3,1,1,1,1,1,1,4,3,4,1,1,1,1,2,3,3,2,3,2,1,2,2,3,3,3,3,2,3,3,2,4,4,4,3,4,1,1,1,1,2,2,3,4,3,3,3,3,3,3,1,1,3,2,1,2,16,18,14,21,24,8,8,6,4,4,18,25,6,4,8,5,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,7,4,,,9,5,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3688,3688,0,0.0,0.8003295528087427,0.1996704471912572,16741,16741,16741,s46_5212,18671,0,0,0,0,0,0,s46,2,12,10,4,7.090076836000001,6.878767742000001,-0.21130909399999998,4.7619047619999995,5.882352941000001,4,3,4,2,2,1,2,2,2,3,3,1,2,2,2,4,1,4,4,4,4,4,4,3,1,2,2,1,1,1,2,2,5,1,1,1,2,1,1,1,1,1,2,1,1,2,4,4,4,4,4,4,4,4,3,3,4,4,2,2,2,2,1,2,3,2,2,3,4,2,4,1,2,4,4,3,2,4,4,4,3,4,3,4,4,3,3,4,4,3,4,4,4,3,4,1,2,1,1,1,1,2,1,2,2,3,2,4,3,4,2,2,3,4,2,18,12,8,19,14,8,12,12,6,9,12,13,6,5,11,10,16.0,12.0,9.0,17.0,13.0,8.0,15.0,11.0,5.0,10.0,15.0,21.0,7.0,8.0,11.0,11.0,1,0,0,0,0.0,0.0,0.0,0,9,7,8.0,9.0,2,3,2.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3694,3694,0,0.0,0.8631113447398577,0.13688865526014224,31011,31011,31011,s29_4320,34555,0,0,0,0,0,0,s29,3,20,10,3,7.017317481,6.844954378,-0.172363104,15.78947368,17.39130435,4,4,4,2,3,1,3,4,2,3,2,1,2,2,4,2,1,4,4,3,3,4,4,3,1,2,2,1,1,4,2,2,2,1,1,2,1,1,5,4,3,2,2,2,1,2,3,3,3,4,3,3,3,4,4,4,4,4,4,3,1,2,1,2,3,4,4,3,4,1,1,1,1,3,3,4,4,2,3,4,2,4,4,4,3,4,2,4,4,4,3,4,4,3,4,1,1,2,1,3,2,4,3,3,3,4,2,3,4,4,4,4,2,2,3,17,12,10,19,25,14,7,13,4,4,11,16,7,5,6,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,6,2,,,5,8,,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,3704,0,0.0,0.7241429430735656,0.2758570569264344,7993,7993,7993,c8_9125,9068,0,0,0,0,0,1,c8,1,25,14,1,7.863266724,7.3968071029999996,-0.466459621,25.0,23.07692308,3,3,4,2,2,2,3,3,2,3,4,4,1,3,4,4,2,4,3,3,3,4,4,3,2,1,1,1,6,1,1,4,6,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,3,4,3,2,2,2,1,3,1,2,4,4,4,2,2,1,2,4,3,4,1,4,3,3,4,4,3,3,2,4,1,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,3,2,3,4,1,2,4,3,2,3,2,1,2,20,18,11,25,12,8,12,11,3,7,15,15,5,4,3,7,15.0,16.0,14.0,11.0,11.0,8.0,13.0,6.0,6.0,4.0,16.0,17.0,10.0,4.0,6.0,6.0,1,0,0,0,0.0,0.0,0.0,0,7,4,2.0,5.0,9,5,1.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3707,3707,0,0.0,0.7249051360861126,0.27509486391388743,13637,13637,13637,s30_4120,15196,0,0,0,0,0,0,s30,1,20,10,3,7.50559228,6.907755279,-0.597837001,0.0,0.0,4,4,4,2,2,2,1,2,2,2,2,1,2,2,4,2,2,3,3,2,3,2,3,3,1,2,2,1,1,2,1,3,2,1,1,3,2,1,3,1,1,2,1,1,1,2,4,3,4,4,3,3,4,4,4,3,2,3,3,2,2,2,2,1,2,1,4,2,4,2,3,3,1,3,3,4,3,4,3,3,4,2,3,4,4,4,3,4,3,3,2,4,4,3,3,1,1,1,1,1,2,3,3,4,4,4,3,3,4,2,2,4,2,2,4,16,13,16,17,18,11,13,10,5,9,12,16,9,4,9,4,21.0,14.0,15.0,33.0,27.0,13.0,11.0,13.0,5.0,9.0,11.0,18.0,7.0,5.0,6.0,5.0,1,0,0,0,0.0,0.0,0.0,0,8,9,4.0,6.0,4,7,4.0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3714,3714,0,0.0,0.7544582588181459,0.24554174118185404,31092,31092,31092,s29_5308,34640,0,0,0,0,0,0,s29,3,8,11,3,6.9275579060000005,6.812445099,-0.115112807,5.0,0.0,4,4,4,3,3,2,4,2,2,1,4,1,3,1,1,3,2,4,4,3,2,3,3,3,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,3,1,1,1,4,4,4,4,4,4,4,4,4,2,2,3,1,2,2,2,3,3,1,2,2,3,3,2,3,1,2,1,4,3,2,3,2,2,2,2,3,3,4,3,2,3,4,3,4,3,4,3,4,1,1,2,1,2,1,3,2,2,3,3,2,3,4,4,4,4,4,2,2,22,11,13,15,15,8,16,13,7,8,15,24,7,5,9,8,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,8,9,,,2,3,,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,3717,0,0.0,0.7703854399786656,0.22961456002133432,12399,12399,12399,s25_6223,13880,0,0,0,0,0,1,s25,2,23,11,2,7.582553321000001,6.978851201,-0.60370212,5.263157895,36.36363636,2,1,4,3,4,1,4,3,1,3,4,4,4,4,2,4,1,4,4,3,3,4,4,4,1,1,1,6,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,2,4,4,2,1,4,1,1,4,1,2,1,4,1,3,3,3,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,3,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,1,3,4,4,4,4,2,1,1,22,19,9,16,13,8,12,12,8,10,12,10,5,4,3,3,22.0,21.0,10.0,19.0,11.0,8.0,8.0,8.0,3.0,6.0,9.0,11.0,7.0,4.0,10.0,10.0,1,0,0,0,0.0,0.0,0.0,0,4,6,7.0,4.0,1,4,1.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3723,3723,0,0.0,0.7161112815771546,0.28388871842284547,27874,27874,27874,s16_4101,31185,0,0,0,0,0,1,s16,1,1,10,1,7.054358753,7.170119542999999,0.11576079,26.31578947,12.5,4,3,4,1,1,1,1,4,1,1,1,1,2,2,4,3,1,3,3,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,2,1,1,1,1,4,4,4,1,2,1,2,3,4,4,4,4,3,4,3,4,3,3,3,3,2,4,4,4,4,3,4,3,4,1,2,2,1,2,3,4,4,4,3,4,1,4,3,1,1,1,1,1,4,8,13,12,11,11,8,8,9,3,6,14,12,7,6,6,4,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,8,1,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3724,3724,0,0.0,0.739575701960675,0.26042429803932493,27730,27730,27730,s15_5112,31027,0,0,0,0,0,1,s15,1,12,10,3,7.036009615,6.80721405,-0.228795565,21.05263158,8.695652174,3,3,4,3,4,1,1,4,1,1,3,4,1,3,1,1,1,3,3,2,4,4,4,4,1,2,1,1,1,2,1,5,2,1,1,4,1,1,6,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,1,3,1,1,3,4,2,2,4,1,3,3,4,1,4,3,4,4,2,3,3,4,1,4,4,4,4,3,3,3,3,3,4,4,3,3,4,3,2,1,4,4,1,4,4,4,3,3,3,4,3,4,4,1,4,3,1,4,3,15,11,11,18,19,8,18,16,5,12,13,16,10,10,3,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,8,9,,,9,5,,,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3726,3726,0,0.0,0.8080058322302355,0.1919941677697647,34877,34877,34877,s6_6210,38857,0,0,0,0,0,0,s6,2,10,12,4,7.525394907000001,7.070274208,-0.45512069899999996,0.0,9.090909091,4,4,4,2,2,1,2,4,1,2,2,4,3,2,3,4,1,4,4,3,4,4,4,4,1,1,1,1,1,4,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,1,1,1,1,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,2,4,4,3,4,1,1,2,1,3,2,3,3,3,3,3,2,4,4,2,1,2,2,1,4,13,17,8,15,14,8,6,6,3,4,11,10,8,5,7,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,6,2,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3727,3727,0,0.0,0.7069019051511531,0.29309809484884675,2246,2246,2246,c14_9228,2535,0,0,0,0,0,0,c14,2,28,15,4,7.195437351,6.907755279,-0.287682072,0.0,0.0,3,4,4,4,4,3,3,1,3,3,3,2,1,1,1,2,4,3,3,2,2,3,2,3,3,2,2,1,2,4,4,5,3,2,3,3,3,2,5,3,2,1,5,3,4,4,3,4,4,4,4,4,4,4,2,2,2,3,1,1,4,4,2,1,1,1,3,1,3,2,3,2,2,2,2,4,2,2,3,3,2,3,2,3,2,3,2,3,2,3,4,3,4,3,4,1,1,1,1,3,2,3,2,2,2,4,3,2,1,4,3,3,1,1,3,27,11,17,31,35,9,19,13,8,9,20,22,7,4,7,9,23.0,13.0,18.0,35.0,32.0,10.0,23.0,20.0,8.0,6.0,18.0,28.0,6.0,5.0,7.0,9.0,1,0,0,0,0.0,0.0,0.0,0,5,8,8.0,9.0,4,7,7.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,3728,0,0.0,0.7217624400000828,0.2782375599999172,30752,30752,30752,s27_6217,34277,0,0,0,0,0,0,s27,2,17,12,2,7.28423285,6.684611727999999,-0.5996211229999999,0.0,7.142857143,4,3,4,1,2,1,3,3,1,2,3,1,1,1,1,2,1,4,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,1,2,2,1,3,2,3,1,1,1,3,4,4,4,4,4,3,4,4,3,4,3,3,4,3,3,4,4,3,3,3,3,3,1,1,1,2,4,4,4,4,4,4,3,2,3,2,3,3,2,2,2,2,15,7,14,11,12,9,12,10,7,6,12,11,10,5,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,9,5,,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,3737,0,0.0,0.851667742646342,0.14833225735365793,34579,34579,34579,s46_6113,38522,0,0,0,0,0,0,s46,1,13,12,1,7.013115795,6.959048573,-0.054067221,0.0,0.0,4,4,4,2,2,1,4,4,1,2,2,3,1,2,3,4,1,4,4,3,3,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,1,1,2,1,4,3,4,1,1,1,1,4,4,4,4,4,4,4,4,4,3,2,4,4,3,3,3,3,4,4,4,3,4,1,1,1,1,3,3,4,2,4,3,4,1,4,3,4,4,2,2,1,3,15,14,11,11,11,8,8,7,4,4,15,9,6,4,5,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,6,2,,,8,1,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3738,3738,0,0.0,0.7117717565591012,0.2882282434408987,17505,17505,17505,s8_5132,19503,0,0,0,0,0,0,s8,1,32,10,3,7.457801616,7.303650936,-0.15415068,16.66666667,14.28571429,4,3,4,2,2,2,3,3,2,2,2,1,2,4,3,4,2,3,3,3,3,4,4,3,1,1,1,1,1,2,1,4,1,1,1,2,2,3,1,1,3,2,4,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,1,2,4,1,4,2,4,1,1,1,2,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,4,4,3,4,4,4,2,1,1,3,3,4,4,4,4,4,3,2,3,2,4,2,2,3,2,3,17,16,12,15,24,8,7,13,5,5,11,11,6,7,4,3,13.0,10.0,16.0,11.0,12.0,8.0,6.0,9.0,5.0,6.0,16.0,14.0,7.0,7.0,5.0,4.0,1,0,0,0,0.0,0.0,0.0,0,1,3,2.0,5.0,9,5,2.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3743,3743,0,0.0,0.7042661094757456,0.29573389052425436,30051,30051,30051,s25_5320,33535,0,0,0,0,0,0,s25,3,20,10,3,7.071384703,6.826262245,-0.24512245800000002,16.66666667,13.04347826,4,3,4,3,4,1,3,2,1,2,3,3,2,2,3,2,1,2,3,4,2,4,3,3,1,1,3,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,3,4,4,4,4,4,4,4,3,3,3,3,3,1,2,1,1,3,1,3,3,3,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,2,1,1,2,4,4,4,3,4,4,4,1,3,2,3,2,3,4,2,2,20,13,14,15,13,10,11,9,6,4,9,9,6,6,3,4,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,7,6,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,3748,0,0.0,0.7600878029385241,0.239912197061476,33714,33714,33714,s43_4224,37613,0,0,0,0,0,0,s43,2,24,10,4,7.090076836000001,6.907755279,-0.182321557,0.0,5.882352941000001,4,3,4,1,2,1,1,4,1,1,1,4,2,1,4,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,2,1,2,3,2,4,3,3,1,1,1,1,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,4,4,4,4,3,4,2,4,3,4,2,2,1,1,2,9,13,7,11,11,8,13,13,5,4,8,12,5,5,6,4,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,4,6,,,6,2,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3753,3753,0,0.0,0.8114356671262947,0.1885643328737053,32258,32258,32258,s35_4105,36055,0,0,0,0,0,1,s35,1,5,10,1,7.195437351,7.549609165,0.354171814,0.0,58.33333333,3,3,3,1,1,1,2,4,1,1,1,1,1,1,1,4,1,4,4,4,3,3,4,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,2,1,1,4,2,4,1,4,1,1,1,1,4,4,3,4,4,3,4,3,2,2,4,4,4,3,4,4,2,4,4,4,4,4,1,1,2,1,4,2,4,4,4,4,3,1,3,3,3,2,1,2,1,4,9,9,9,13,11,8,7,11,6,4,13,14,5,5,5,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,1,3,,,8,1,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3760,3760,0,0.0,0.7852751131462439,0.21472488685375613,29972,29972,29972,s25_5103,33455,0,0,0,0,0,0,s25,1,3,11,1,7.013115795,6.725433722000001,-0.287682072,0.0,0.0,4,4,4,2,3,1,1,2,1,2,4,1,2,3,4,2,1,4,3,3,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,3,1,3,4,4,1,2,1,1,4,4,4,4,4,4,4,4,4,4,2,2,4,2,4,4,3,3,4,4,2,4,2,1,1,1,3,2,3,2,2,2,4,1,3,2,3,1,2,3,2,2,17,13,11,11,11,8,6,10,4,5,15,9,8,5,7,9,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,1,4,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3764,3764,0,0.0,0.7210459233647721,0.27895407663522775,31140,31140,31140,s29_6125,34690,0,0,0,0,0,0,s29,1,25,12,1,7.1507014579999995,6.898185828,-0.25251563,6.25,9.523809523999999,4,4,4,3,4,2,2,2,2,2,2,1,1,3,2,2,2,3,3,2,1,3,3,3,2,4,4,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,1,1,1,1,4,4,4,1,1,1,1,3,3,3,2,3,3,2,3,2,3,4,4,3,1,4,4,3,4,3,3,3,4,1,1,1,2,4,3,3,3,3,3,4,1,2,2,3,3,2,2,1,3,20,11,17,21,12,8,7,6,3,4,14,21,8,5,5,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,5,8,,,2,3,,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
